filename,type,original_path
FR_invoice_img_synth_026.png,synthetic,generated
FR_invoice_img_synth_027.png,synthetic,generated
FR_invoice_img_synth_028.png,synthetic,generated
FR_invoice_img_synth_029.png,synthetic,generated
FR_invoice_img_synth_030.png,synthetic,generated
FR_invoice_img_synth_031.png,synthetic,generated
FR_invoice_img_synth_032.png,synthetic,generated
FR_invoice_img_synth_033.png,synthetic,generated
FR_invoice_img_synth_034.png,synthetic,generated
FR_invoice_img_synth_035.png,synthetic,generated
FR_invoice_img_synth_036.png,synthetic,generated
FR_invoice_img_synth_037.png,synthetic,generated
FR_invoice_img_synth_038.png,synthetic,generated
FR_invoice_img_synth_039.png,synthetic,generated
FR_invoice_img_synth_040.png,synthetic,generated
FR_invoice_img_synth_041.png,synthetic,generated
FR_invoice_img_synth_042.png,synthetic,generated
FR_invoice_img_synth_043.png,synthetic,generated
FR_invoice_img_synth_044.png,synthetic,generated
FR_invoice_img_synth_045.png,synthetic,generated
FR_invoice_img_synth_046.png,synthetic,generated
FR_invoice_img_synth_047.png,synthetic,generated
FR_invoice_img_synth_048.png,synthetic,generated
FR_invoice_img_synth_049.png,synthetic,generated
FR_invoice_img_synth_050.png,synthetic,generated
FR_invoice_img_synth_051.png,synthetic,generated
FR_invoice_img_synth_052.png,synthetic,generated
FR_invoice_img_synth_053.png,synthetic,generated
FR_invoice_img_synth_054.png,synthetic,generated
FR_invoice_img_synth_055.png,synthetic,generated
FR_invoice_img_synth_056.png,synthetic,generated
FR_invoice_img_synth_057.png,synthetic,generated
FR_invoice_img_synth_058.png,synthetic,generated
FR_invoice_img_synth_059.png,synthetic,generated
FR_invoice_img_synth_060.png,synthetic,generated
FR_invoice_img_synth_061.png,synthetic,generated
FR_invoice_img_synth_062.png,synthetic,generated
FR_invoice_img_synth_063.png,synthetic,generated
FR_invoice_img_synth_064.png,synthetic,generated
FR_invoice_img_synth_065.png,synthetic,generated
FR_invoice_img_synth_066.png,synthetic,generated
FR_invoice_img_synth_067.png,synthetic,generated
FR_invoice_img_synth_068.png,synthetic,generated
FR_invoice_img_synth_069.png,synthetic,generated
