filename,type,original_path
FR_invoice_real_059.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_DOM_BASIC.pdf
FR_invoice_real_060.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_DOM_BASICWL.pdf
FR_invoice_real_061.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_DOM_EN16931.pdf
FR_invoice_real_062.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_DOM_MINIMUM.pdf
FR_invoice_real_063.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_FR_BASIC.pdf
FR_invoice_real_064.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_FR_BASICWL.pdf
FR_invoice_real_065.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_FR_EN16931.pdf
FR_invoice_real_066.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_FR_MINIMUM.pdf
FR_invoice_real_067.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_UE_BASIC.pdf
FR_invoice_real_068.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_UE_BASICWL.pdf
FR_invoice_real_069.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_UE_EN16931.pdf
FR_invoice_real_070.pdf,real,data/Scanned_PDF/sourced_internet/FR_facturx_ng_Facture_UE_MINIMUM.pdf
FR_invoice_real_071.pdf,real,data/Scanned_PDF/sourced_internet/FR_precarite_energie_decrypter_facture.pdf
FR_invoice_real_072.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_2023-6013_facture_base.pdf
FR_invoice_real_073.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_2023-6013_facture_en16931.pdf
FR_invoice_real_074.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_2023-6026_facture_minimum.pdf
FR_invoice_real_075.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_2025-6013_facture_extended.pdf
FR_invoice_real_076.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260023_en16931.pdf
FR_invoice_real_077.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260024_en16931.pdf
FR_invoice_real_078.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260025_en16931.pdf
FR_invoice_real_079.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260026_en16931.pdf
FR_invoice_real_080.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260027_en16931.pdf
FR_invoice_real_081.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260028_en16931.pdf
FR_invoice_real_082.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260029_en16931.pdf
FR_invoice_real_083.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260030_en16931.pdf
FR_invoice_real_084.pdf,real,data/Scanned_PDF/sourced_internet/FR_securibox_Facture_F20260031_en16931.pdf
FR_invoice_real_085.pdf,real,data/Scanned_PDF/sourced_internet/FR_sfr_facture_fixe_guide.pdf
FR_invoice_synth_001.pdf,synthetic,generated
FR_invoice_synth_002.pdf,synthetic,generated
FR_invoice_synth_003.pdf,synthetic,generated
FR_invoice_synth_004.pdf,synthetic,generated
FR_invoice_synth_005.pdf,synthetic,generated
FR_invoice_synth_006.pdf,synthetic,generated
FR_invoice_synth_007.pdf,synthetic,generated
FR_invoice_synth_008.pdf,synthetic,generated
FR_invoice_synth_009.pdf,synthetic,generated
FR_invoice_synth_010.pdf,synthetic,generated
FR_invoice_synth_011.pdf,synthetic,generated
FR_invoice_synth_012.pdf,synthetic,generated
FR_invoice_synth_013.pdf,synthetic,generated
FR_invoice_synth_014.pdf,synthetic,generated
FR_invoice_synth_015.pdf,synthetic,generated
